NP_000012.1	NP_000012.1; XP_016857324.1	467; 448	Pfam	PF01080; PF01080	Presenilin; Presenilin	4.9E-166; 1.3E-107	IPR001108; IPR001108	Peptidase A22A, presenilin; Peptidase A22A, presenilin
NP_001354872.1	NP_001354872.1; XP_006712172.1	619; 589	Pfam	PF00505, PF08347; PF08347, PF00505	HMG (high mobility group) box, N-terminal CTNNB1 binding; N-terminal CTNNB1 binding, HMG (high mobility group) box	7.0E-22, 4.5E-102; 8.6E-90, 2.7E-21	IPR009071, IPR013558; IPR013558, IPR009071	High mobility group box domain, CTNNB1 binding, N-teminal; CTNNB1 binding, N-teminal, High mobility group box domain
NP_001355052.1	NP_001355052.1; XP_005249406.1	276; 278	Pfam	PF00188, PF08562; PF00188, PF08562	Cysteine-rich secretory protein family, Crisp; Cysteine-rich secretory protein family, Crisp	2.8E-21, 1.3E-18; 1.5E-24, 1.1E-18	IPR014044, IPR013871; IPR014044, IPR013871	CAP domain, Cysteine-rich secretory protein; CAP domain, Cysteine-rich secretory protein
NP_001355648.1	NP_001355648.1; XP_005273283.1	184; 186	Pfam	PF03045; PF03045	DAN domain; DAN domain	9.0E-44; 5.3E-42	IPR004133; IPR004133	DAN; DAN
NP_001356336.1	NP_001356336.1; XP_016862392.1; XP_016862117.1; XP_016861862.1	295; 325; 319; 300	Pfam	PF03803; PF03803; PF03803; PF03803	Scramblase; Scramblase; Scramblase; Scramblase	8.8E-87; 1.7E-89; 1.2E-93; 6.5E-72	IPR005552; IPR005552; IPR005552; IPR005552	Scramblase; Scramblase; Scramblase; Scramblase
NP_001356848.1	NP_001356848.1; XP_016866683.1	368; 291	Pfam	PF04831; PF04831	Popeye protein conserved region; Popeye protein conserved region	5.1E-50; 7.1E-48	IPR006916; IPR006916	Popeye protein; Popeye protein
NP_001357003.1	NP_001357003.1; NP_001369359.1; XP_016881959.1	479; 480; 481	Pfam	PF00069, PF00433, PF00169; PF00069, PF00169, PF00433; PF00433, PF00169, PF00069	Protein kinase domain, Protein kinase C terminal domain, PH domain; Protein kinase domain, PH domain, Protein kinase C terminal domain; Protein kinase C terminal domain, PH domain, Protein kinase domain	2.0E-77, 5.5E-8, 1.9E-14; 2.2E-77, 2.5E-16, 4.0E-9; 1.5E-7, 3.0E-17, 7.5E-78	IPR000719, IPR017892, IPR001849; IPR000719, IPR001849, IPR017892; IPR017892, IPR001849, IPR000719	Protein kinase domain, Protein kinase, C-terminal, Pleckstrin homology domain; Protein kinase domain, Pleckstrin homology domain, Protein kinase, C-terminal; Protein kinase, C-terminal, Pleckstrin homology domain, Protein kinase domain
NP_001357079.1	NP_001357079.1; XP_016877978.1	353; 325	Pfam	PF00929; PF00929	Exonuclease; Exonuclease	6.9E-12; 1.2E-16	IPR013520; IPR013520	Exonuclease, RNase T/DNA polymerase III; Exonuclease, RNase T/DNA polymerase III
NP_001357127.1	NP_001357127.1; XP_024306140.1	488; 499	Pfam	PF01244; PF01244	Membrane dipeptidase (Peptidase family M19); Membrane dipeptidase (Peptidase family M19)	5.2E-102; 1.6E-108	IPR008257; IPR008257	Peptidase M19; Peptidase M19
NP_001357227.2	NP_001357227.2; NP_004454.2	903; 961	Pfam	PF00169, PF01363, PF00621; PF01363, PF00169, PF00621	PH domain, FYVE zinc finger, RhoGEF domain; FYVE zinc finger, PH domain, RhoGEF domain	4.4E-13, 4.3E-18, 1.4E-45; 1.9E-15, 1.4E-11, 8.2E-46	IPR001849, IPR000306, IPR000219; IPR000306, IPR001849, IPR000219	Pleckstrin homology domain, FYVE zinc finger, Dbl homology (DH) domain; FYVE zinc finger, Pleckstrin homology domain, Dbl homology (DH) domain
NP_001357389.1	NP_001357389.1; XP_011540868.1	690; 700	Pfam	PF01301; PF01301	Glycosyl hydrolases family 35; Glycosyl hydrolases family 35	1.6E-73; 4.4E-112	IPR031330; IPR031330	Glycoside hydrolase 35, catalytic domain; Glycoside hydrolase 35, catalytic domain
NP_001357401.1	NP_001357401.1; NP_001374771.1	557; 616	Pfam	PF13855, PF03372; PF03372, PF13855	Leucine rich repeat, Endonuclease/Exonuclease/phosphatase family; Endonuclease/Exonuclease/phosphatase family, Leucine rich repeat	8.7E-11, 2.4E-21; 1.6E-20, 7.3E-11	IPR001611, IPR005135; IPR005135, IPR001611	Leucine-rich repeat, Endonuclease/exonuclease/phosphatase; Endonuclease/exonuclease/phosphatase, Leucine-rich repeat
NP_001357416.1	NP_001357416.1; XP_011511992.1	428; 501	Pfam	PF02214; PF02214	BTB/POZ domain; BTB/POZ domain	5.6E-16; 1.3E-15	IPR003131; IPR003131	Potassium channel tetramerisation-type BTB domain; Potassium channel tetramerisation-type BTB domain
NP_001357457.1	NP_001357457.1; XP_016874327.1	844; 831	Pfam	PF06297, PF00412; PF06297, PF00412	PET Domain, LIM domain; PET Domain, LIM domain	2.4E-37, 3.5E-10; 4.1E-37, 2.3E-9	IPR010442, IPR001781; IPR010442, IPR001781	PET domain, Zinc finger, LIM-type; PET domain, Zinc finger, LIM-type
NP_001358355.1	NP_001358355.1; XP_024303592.1; XP_016874820.1	341; 360; 279	Pfam	PF00170, PF02173; PF02173, PF00170; PF00170, PF02173	bZIP transcription factor, pKID domain; pKID domain, bZIP transcription factor; bZIP transcription factor, pKID domain	1.0E-18, 3.2E-21; 2.2E-19, 8.5E-19; 3.5E-21, 2.1E-18	IPR004827, IPR003102; IPR003102, IPR004827; IPR004827, IPR003102	Basic-leucine zipper domain, Coactivator CBP, pKID; Coactivator CBP, pKID, Basic-leucine zipper domain; Basic-leucine zipper domain, Coactivator CBP, pKID
NP_001358443.1	NP_001358443.1; XP_016867210.1	476; 575	Pfam	PF00130, PF00017, PF00620; PF00130, PF00620, PF00017	Phorbol esters/diacylglycerol binding domain (C1 domain), SH2 domain, RhoGAP domain; Phorbol esters/diacylglycerol binding domain (C1 domain), RhoGAP domain, SH2 domain	7.6E-16, 8.5E-13, 1.5E-50; 7.3E-16, 1.3E-49, 9.2E-12	IPR002219, IPR000980, IPR000198; IPR002219, IPR000198, IPR000980	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain, SH2 domain, Rho GTPase-activating protein domain; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain, Rho GTPase-activating protein domain, SH2 domain
NP_001358855.1	NP_001358855.1; XP_016859650.1; XP_016860322.1; XP_016860230.1	1097; 1075; 1085; 1048	Pfam	PF12796, PF00022, PF14915; PF12796, PF14915, PF00022; PF12796, PF14915, PF00022; PF12796, PF00022, PF14915	Ankyrin repeats (3 copies), Actin, CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Actin; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Actin; Ankyrin repeats (3 copies), Actin, CCDC144C protein coiled-coil region	3.2E-13, 1.6E-140, 1.0E-13; 9.8E-14, 1.4E-14, 6.1E-141; 3.3E-13, 3.1E-14, 6.2E-141; 3.1E-13, 1.8E-139, 4.0E-14	IPR020683, IPR004000, IPR039497; IPR020683, IPR039497, IPR004000; IPR020683, IPR039497, IPR004000; IPR020683, IPR004000, IPR039497	Ankyrin repeat-containing domain, Actin family, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Actin family; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Actin family; Ankyrin repeat-containing domain, Actin family, CCDC144C-like, coiled-coil domain
NP_001358973.1	NP_001358973.1; XP_016872876.1	1806; 1849	Pfam	PF12796, PF17820, PF07653, PF00536; PF07653, PF00536, PF17820, PF12796	Ankyrin repeats (3 copies), PDZ domain, Variant SH3 domain, SAM domain (Sterile alpha motif); Variant SH3 domain, SAM domain (Sterile alpha motif), PDZ domain, Ankyrin repeats (3 copies)	5.7E-9, 9.8E-9, 2.6E-11, 2.1E-20; 4.4E-10, 9.0E-20, 1.1E-8, 7.3E-10	IPR020683, IPR041489, IPR001452, IPR001660; IPR001452, IPR001660, IPR041489, IPR020683	Ankyrin repeat-containing domain, PDZ domain 6, SH3 domain, Sterile alpha motif domain; SH3 domain, Sterile alpha motif domain, PDZ domain 6, Ankyrin repeat-containing domain
NP_001362417.1	NP_001362417.1; XP_016872587.1	802; 744	Pfam	PF00630, PF00643, PF01436, PF13445; PF01436, PF00630, PF13445, PF00643	Filamin/ABP280 repeat, B-box zinc finger, NHL repeat, RING-type zinc-finger; NHL repeat, Filamin/ABP280 repeat, RING-type zinc-finger, B-box zinc finger	7.5E-17, 2.4E-7, 9.6E-10, 2.9E-10; 8.8E-10, 2.9E-18, 1.5E-8, 1.0E-10	IPR017868, IPR000315, IPR001258, IPR027370; IPR001258, IPR017868, IPR027370, IPR000315	Filamin/ABP280 repeat-like, B-box-type zinc finger, NHL repeat, RING-type zinc-finger, LisH dimerisation motif; NHL repeat, Filamin/ABP280 repeat-like, RING-type zinc-finger, LisH dimerisation motif, B-box-type zinc finger
NP_001363120.1	NP_001363120.1; XP_006712950.1	342; 375	Pfam	PF00230; PF00230	Major intrinsic protein; Major intrinsic protein	1.3E-49; 6.4E-45	IPR000425; IPR000425	Major intrinsic protein; Major intrinsic protein
NP_001363747.1	NP_001363747.1; NP_001369612.1; XP_016885122.1	431; 391; 369	Pfam	PF00642, PF14608; PF00642, PF14608; PF14608, PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar), RNA-binding, Nab2-type zinc finger; Zinc finger C-x8-C-x5-C-x3-H type (and similar), RNA-binding, Nab2-type zinc finger; RNA-binding, Nab2-type zinc finger, Zinc finger C-x8-C-x5-C-x3-H type (and similar)	2.9E-4, 0.023; 1.9E-4, 0.017; 0.0023, 2.2E-4	IPR000571, -; IPR000571, -; -, IPR000571	Zinc finger, CCCH-type, -; Zinc finger, CCCH-type, -; -, Zinc finger, CCCH-type
NP_001364996.1	NP_001364996.1; NP_066576.1	1209; 1198	Pfam	PF01363, PF06602; PF01363, PF06602	FYVE zinc finger, Myotubularin-like phosphatase domain; FYVE zinc finger, Myotubularin-like phosphatase domain	4.0E-16, 1.6E-135; 2.6E-18, 5.4E-138	IPR000306, IPR010569; IPR000306, IPR010569	FYVE zinc finger, Myotubularin-like phosphatase domain; FYVE zinc finger, Myotubularin-like phosphatase domain
NP_001365386.1	NP_001365386.1; XP_005271966.1	3058; 3086	Pfam	PF00400, PF12234; PF00400, PF12234	WD domain, G-beta repeat, RAVE protein 1 C terminal; WD domain, G-beta repeat, RAVE protein 1 C terminal	4.1E-4, 8.5E-70; 0.005, 3.0E-80	IPR001680, IPR022033; IPR001680, IPR022033	WD40 repeat, RAVE complex protein Rav1 C-terminal; WD40 repeat, RAVE complex protein Rav1 C-terminal
NP_001366127.1	NP_001366127.1; XP_005246385.1	1105; 1020	Pfam	PF15275; PF15275	PEHE domain; PEHE domain	7.6E-40; 1.5E-29	IPR029332; IPR029332	PEHE domain; PEHE domain
NP_001369549.1	NP_001369549.1; XP_011526387.1	794; 782	Pfam	PF01483, PF16470, PF00082; PF01483, PF16470, PF00082	Proprotein convertase P-domain, Peptidase S8 pro-domain, Subtilase family; Proprotein convertase P-domain, Peptidase S8 pro-domain, Subtilase family	1.9E-28, 4.2E-25, 2.2E-47; 3.0E-24, 1.7E-10, 8.0E-45	IPR002884, IPR032815, IPR000209; IPR002884, IPR032815, IPR000209	P domain, Peptidase S8, pro-domain, Peptidase S8/S53 domain; P domain, Peptidase S8, pro-domain, Peptidase S8/S53 domain
NP_001371471.1	NP_001371471.1; XP_005269229.1	688; 743	Pfam	PF02148, PF00443; PF02148, PF00443	Zn-finger in ubiquitin-hydrolases and other protein, Ubiquitin carboxyl-terminal hydrolase; Zn-finger in ubiquitin-hydrolases and other protein, Ubiquitin carboxyl-terminal hydrolase	9.7E-20, 1.8E-57; 1.1E-19, 3.3E-52	IPR001607, IPR001394; IPR001607, IPR001394	Zinc finger, UBP-type, Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Zinc finger, UBP-type, Peptidase C19, ubiquitin carboxyl-terminal hydrolase
NP_001371831.1	NP_001371831.1; XP_016867162.1	777; 771	Pfam	PF01403; PF01403	Sema domain; Sema domain	1.1E-160; 7.4E-157	IPR001627; IPR001627	Sema domain; Sema domain
NP_001371941.1	NP_001371941.1; XP_005263429.1	2967; 2868	Pfam	PF02138, PF13385, PF15787, PF14844, PF06469; PF14844, PF15787, PF13385, PF06469, PF02138	Beige/BEACH domain, Concanavalin A-like lectin/glucanases superfamily, Domain of unknown function (DUF4704), PH domain associated with Beige/BEACH, Domain of Unknown Function (DUF1088); PH domain associated with Beige/BEACH, Domain of unknown function (DUF4704), Concanavalin A-like lectin/glucanases superfamily, Domain of Unknown Function (DUF1088), Beige/BEACH domain	6.8E-115, 1.0E-11, 1.9E-105, 4.4E-28, 1.6E-84; 6.7E-26, 1.6E-103, 2.3E-11, 7.1E-82, 3.4E-119	IPR000409, -, IPR031570, IPR023362, IPR010508; IPR023362, IPR031570, -, IPR010508, IPR000409	BEACH domain, -, Domain of unknown function DUF4704, PH-BEACH domain, Domain of unknown function DUF1088; PH-BEACH domain, Domain of unknown function DUF4704, -, Domain of unknown function DUF1088, BEACH domain
NP_001372231.1	NP_001372231.1; XP_024303860.1	813; 731	Pfam	PF00102; PF00102	Protein-tyrosine phosphatase; Protein-tyrosine phosphatase	1.1E-84; 3.5E-82	IPR000242; IPR000242	PTP type protein phosphatase; PTP type protein phosphatase
NP_001372580.1	NP_001372580.1; XP_005264696.2	626; 595	Pfam	PF11835, PF00076, PF13893; PF11835, PF13893, PF00076	RRM-like domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RRM-like domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.9E-11, 2.3E-4, 8.7E-51; 6.4E-12, 5.8E-55, 5.3E-6	IPR021790, IPR000504, -; IPR021790, -, IPR000504	PTBP1, RNA recognition motif 2-like, RNA recognition motif domain, -; PTBP1, RNA recognition motif 2-like, -, RNA recognition motif domain
NP_001373027.1	NP_001373027.1; XP_016880186.1; XP_016880184.1	315; 323; 315	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	1.5E-56; 1.1E-54; 1.0E-55	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001373268.1	NP_001373268.1; XP_011529011.1	1881; 1903	Pfam	PF12335, PF02141, PF03456, PF02893, PF06602, PF00169; PF00169, PF02141, PF02893, PF06602, PF03456, PF12335	Myotubularin protein, DENN (AEX-3) domain, uDENN domain, GRAM domain, Myotubularin-like phosphatase domain, PH domain; PH domain, DENN (AEX-3) domain, GRAM domain, Myotubularin-like phosphatase domain, uDENN domain, Myotubularin protein	4.2E-106, 3.2E-54, 4.6E-19, 1.0E-14, 2.3E-83, 5.9E-14; 6.0E-13, 2.9E-49, 4.4E-23, 2.1E-85, 5.3E-19, 2.2E-103	IPR022096, IPR001194, IPR005113, IPR004182, IPR010569, IPR001849; IPR001849, IPR001194, IPR004182, IPR010569, IPR005113, IPR022096	SBF1/SBF2 domain, cDENN domain, uDENN domain, GRAM domain, Myotubularin-like phosphatase domain, Pleckstrin homology domain; Pleckstrin homology domain, cDENN domain, GRAM domain, Myotubularin-like phosphatase domain, uDENN domain, SBF1/SBF2 domain
NP_001374496.1	NP_001374496.1; NP_001381934.1	538; 522	Pfam	PF07707, PF08005, PF00651; PF00651, PF07707, PF08005	BTB And C-terminal Kelch, PHR domain, BTB/POZ domain; BTB/POZ domain, BTB And C-terminal Kelch, PHR domain	3.8E-7, 5.7E-46, 5.8E-24; 2.9E-23, 2.4E-7, 1.9E-45	IPR011705, IPR012983, IPR000210; IPR000210, IPR011705, IPR012983	BTB/Kelch-associated, PHR, BTB/POZ domain; BTB/POZ domain, BTB/Kelch-associated, PHR
NP_001376249.1	NP_001376249.1; NP_001383170.1	320; 320	Pfam	PF00076, PF11627; PF11627, PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), Nuclear factor hnRNPA1; Nuclear factor hnRNPA1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.3E-17, 3.3E-19; 7.5E-19, 1.1E-17	IPR000504, IPR021662; IPR021662, IPR000504	RNA recognition motif domain, Nuclear factor hnRNPA1; Nuclear factor hnRNPA1, RNA recognition motif domain
NP_001377778.1	NP_001377778.1; NP_001382990.1	312; 311	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.8E-48; 3.6E-42	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001378839.1	NP_001378839.1; XP_005260920.1; XP_024308032.1	252; 252; 252	Pfam	PF01019; PF01019; PF01019	Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase	4.7E-65; 6.2E-67; 6.6E-61	-; -; -	-; -; -
NP_001380305.1	NP_001380305.1; XP_016861271.1; XP_016861660.1	1028; 1026; 1028	Pfam	PF00041, PF13927, PF07679; PF00041, PF07679, PF13927; PF07679, PF13927, PF00041	Fibronectin type III domain, Immunoglobulin domain, Immunoglobulin I-set domain; Fibronectin type III domain, Immunoglobulin I-set domain, Immunoglobulin domain; Immunoglobulin I-set domain, Immunoglobulin domain, Fibronectin type III domain	3.7E-16, 5.7E-14, 3.8E-14; 1.1E-13, 3.3E-14, 6.4E-14; 8.9E-13, 2.1E-12, 4.4E-13	IPR003961, -, IPR013098; IPR003961, IPR013098, -; IPR013098, -, IPR003961	Fibronectin type III, -, Immunoglobulin I-set; Fibronectin type III, Immunoglobulin I-set, -; Immunoglobulin I-set, -, Fibronectin type III
NP_001381010.1	NP_001381010.1; XP_016867150.1; XP_016867115.1	806; 840; 840	Pfam	PF00779, PF00616, PF00168, PF00169; PF00168, PF00616, PF00169, PF00779; PF00168, PF00616, PF00169, PF00779	BTK motif, GTPase-activator protein for Ras-like GTPase, C2 domain, PH domain; C2 domain, GTPase-activator protein for Ras-like GTPase, PH domain, BTK motif; C2 domain, GTPase-activator protein for Ras-like GTPase, PH domain, BTK motif	6.9E-12, 6.5E-39, 2.3E-19, 4.8E-15; 4.2E-26, 2.3E-37, 8.5E-9, 1.0E-11; 4.2E-26, 9.5E-37, 8.5E-9, 1.0E-11	IPR001562, IPR001936, IPR000008, IPR001849; IPR000008, IPR001936, IPR001849, IPR001562; IPR000008, IPR001936, IPR001849, IPR001562	Zinc finger, Btk motif, Ras GTPase-activating domain, C2 domain, Pleckstrin homology domain; C2 domain, Ras GTPase-activating domain, Pleckstrin homology domain, Zinc finger, Btk motif; C2 domain, Ras GTPase-activating domain, Pleckstrin homology domain, Zinc finger, Btk motif
NP_001381147.1	NP_001381147.1; XP_006713576.1	212; 212	Pfam	; 	; 	; 	; 	; 
NP_001381425.1	NP_001381425.1; NP_060575.1	246; 213	Pfam	PF05485; PF05485	THAP domain; THAP domain	1.3E-17; 2.6E-18	IPR006612; IPR006612	THAP-type zinc finger; THAP-type zinc finger
NP_001382182.1	NP_001382182.1; XP_016871875.1	375; 375	Pfam	PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	1.7E-48; 6.1E-48	IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_001382333.1	NP_001382333.1; NP_001382337.1	100; 96	Pfam	; 	; 	; 	; 	; 
NP_001382389.1	NP_001382389.1; XP_016884697.1	2774; 2765	Pfam	PF15636, PF06484; PF15636, PF06484	GHH signature containing HNH/Endo VII superfamily nuclease toxin, Teneurin Intracellular Region; GHH signature containing HNH/Endo VII superfamily nuclease toxin, Teneurin Intracellular Region	6.5E-31, 2.3E-175; 1.3E-27, 1.1E-44	IPR028916, IPR009471; IPR028916, IPR009471	Tox-GHH domain, Teneurin intracellular, N-terminal; Tox-GHH domain, Teneurin intracellular, N-terminal
NP_001382776.1	NP_001382776.1; XP_016872532.1; XP_016872921.1	693; 775; 805	Pfam	PF04389, PF04253, PF02225; PF02225, PF04389, PF04253; PF04389, PF02225, PF04253	Peptidase family M28, Transferrin receptor-like dimerisation domain, PA domain; PA domain, Peptidase family M28, Transferrin receptor-like dimerisation domain; Peptidase family M28, PA domain, Transferrin receptor-like dimerisation domain	1.1E-16, 3.6E-34, 2.5E-14; 6.1E-12, 7.6E-21, 2.4E-33; 9.7E-17, 9.9E-15, 2.4E-33	IPR007484, IPR007365, IPR003137; IPR003137, IPR007484, IPR007365; IPR007484, IPR003137, IPR007365	Peptidase M28, Transferrin receptor-like, dimerisation domain, PA domain; PA domain, Peptidase M28, Transferrin receptor-like, dimerisation domain; Peptidase M28, PA domain, Transferrin receptor-like, dimerisation domain
NP_001382895.1	NP_001382895.1; XP_016884978.1	340; 339	Pfam	PF04177; PF04177	TAP42-like family; TAP42-like family	3.6E-83; 3.2E-89	IPR007304; IPR007304	TAP46-like protein; TAP46-like protein
NP_001382954.1	NP_001382954.1; NP_001382955.1; NP_001382956.1	232; 232; 231	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_005245506.1	XP_005245506.1; XP_011526195.1; NP_058544.3	598; 594; 594	Pfam	PF00640, PF00017; PF00640, PF00017; PF00017, PF00640	Phosphotyrosine interaction domain (PTB/PID), SH2 domain; Phosphotyrosine interaction domain (PTB/PID), SH2 domain; SH2 domain, Phosphotyrosine interaction domain (PTB/PID)	6.1E-47, 5.3E-13; 1.5E-47, 1.4E-12; 1.1E-16, 4.9E-49	IPR006020, IPR000980; IPR006020, IPR000980; IPR000980, IPR006020	PTB/PI domain, SH2 domain; PTB/PI domain, SH2 domain; SH2 domain, PTB/PI domain
XP_005251178.1	XP_005251179.1; XP_005251178.1	675; 675	Pfam	PF15870; PF15870	ElonginA binding-protein 1; ElonginA binding-protein 1	8.4E-23; 8.4E-23	IPR031736; IPR031736	Elongin A binding-protein 1; Elongin A binding-protein 1
XP_005252108.1	XP_005252108.1; XP_005262053.1	1097; 1085	Pfam	PF02373, PF00628, PF17811; PF17811, PF00628, PF02373	JmjC domain, hydroxylase, PHD-finger, Jumonji helical domain; Jumonji helical domain, PHD-finger, JmjC domain, hydroxylase	4.6E-12, 9.7E-9, 5.6E-37; 2.0E-43, 3.9E-8, 9.4E-11	IPR003347, IPR019787, IPR041070; IPR041070, IPR019787, IPR003347	JmjC domain, Zinc finger, PHD-finger, Jumonji, helical domain; Jumonji, helical domain, Zinc finger, PHD-finger, JmjC domain
XP_005252123.1	XP_005252123.1; XP_011540011.1	349; 318	Pfam	PF00378; PF00378	Enoyl-CoA hydratase/isomerase; Enoyl-CoA hydratase/isomerase	4.7E-56; 2.9E-50	IPR001753; IPR001753	Enoyl-CoA hydratase/isomerase; Enoyl-CoA hydratase/isomerase
