NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_001311030.1	NP_001311030.1; NP_001362309.1	604; 629	Pfam	PF01833, PF16423, PF16422; PF16423, PF16422, PF01833	IPT/TIG domain, Transcription factor COE1 helix-loop-helix domain, Transcription factor COE1 DNA-binding domain; Transcription factor COE1 helix-loop-helix domain, Transcription factor COE1 DNA-binding domain, IPT/TIG domain	3.7E-12, 6.8E-30, 1.2E-144; 6.2E-29, 2.6E-147, 8.5E-13	IPR002909, IPR032201, IPR032200; IPR032201, IPR032200, IPR002909	IPT domain, Transcription factor COE, helix-loop-helix domain, Transcription factor COE, DNA-binding domain; Transcription factor COE, helix-loop-helix domain, Transcription factor COE, DNA-binding domain, IPT domain
NP_001311033.1	NP_001311033.1; NP_057615.3	364; 345	Pfam	PF00096; PF00096	Zinc finger, C2H2 type; Zinc finger, C2H2 type	2.2E-5; 2.0E-6	IPR013087; IPR013087	Zinc finger C2H2-type; Zinc finger C2H2-type
NP_001311209.1	NP_001311209.1; XP_016885074.1	158; 158	Pfam	; 	; 	; 	; 	; 
NP_001316913.1	NP_001316913.1; NP_001372155.1	459; 489	Pfam	PF00611; PF00611	Fes/CIP4, and EFC/F-BAR homology domain; Fes/CIP4, and EFC/F-BAR homology domain	6.4E-17; 3.7E-17	IPR001060; IPR001060	FCH domain; FCH domain
NP_001334999.1	NP_001334999.1; NP_001335001.1; NP_001335132.1	79; 79; 79	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001335124.1	NP_001335124.1; XP_011525160.1	346; 383	Pfam	PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	4.0E-33; 1.1E-33	IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_001340361.1	NP_001340361.1; XP_024303251.1	1181; 1170	Pfam	PF12796, PF14915, PF12001; PF14915, PF12796, PF12001	Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Domain of unknown function (DUF3496); CCDC144C protein coiled-coil region, Ankyrin repeats (3 copies), Domain of unknown function (DUF3496)	4.3E-12, 1.7E-95, 3.4E-34; 1.0E-95, 6.9E-11, 2.0E-32	IPR020683, IPR039497, IPR021885; IPR039497, IPR020683, IPR021885	Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Domain of unknown function DUF3496; CCDC144C-like, coiled-coil domain, Ankyrin repeat-containing domain, Domain of unknown function DUF3496
NP_001340387.1	NP_001340387.1; XP_024307363.1	706; 678	Pfam	PF01352, PF00096; PF00096, PF01352	KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box	4.0E-26, 4.7E-7; 6.3E-7, 6.5E-24	IPR001909, IPR013087; IPR013087, IPR001909	Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box
NP_001341740.1	NP_001341740.1; XP_016864959.1	465; 465	Pfam	PF03166, PF03165; PF03165, PF03166	MH2 domain, MH1 domain; MH1 domain, MH2 domain	1.6E-71, 5.6E-42; 5.8E-42, 6.7E-71	IPR001132, IPR003619; IPR003619, IPR001132	SMAD domain, Dwarfin-type, MAD homology 1, Dwarfin-type; MAD homology 1, Dwarfin-type, SMAD domain, Dwarfin-type
NP_001342126.2	NP_001342126.2; XP_005259754.1; XP_016882932.1	573; 551; 541	Pfam	PF00096, PF01352; PF01352, PF00096; PF00096, PF01352	Zinc finger, C2H2 type, KRAB box; KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box	5.8E-7, 6.7E-23; 9.1E-23, 2.5E-6; 3.5E-7, 1.6E-26	IPR013087, IPR001909; IPR001909, IPR013087; IPR013087, IPR001909	Zinc finger C2H2-type, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box
NP_001342205.2	NP_001342205.2; NP_001342206.1; NP_001342207.1	272; 272; 272	Pfam	PF04828; PF04828; PF04828	Glutathione-dependent formaldehyde-activating enzyme; Glutathione-dependent formaldehyde-activating enzyme; Glutathione-dependent formaldehyde-activating enzyme	1.5E-8; 1.5E-8; 1.5E-8	IPR006913; IPR006913; IPR006913	CENP-V/GFA domain; CENP-V/GFA domain; CENP-V/GFA domain
NP_001342386.1	NP_001342386.1; XP_016866378.1	805; 805	Pfam	PF15663; PF15663	Zinc-finger containing family; Zinc-finger containing family	7.1E-58; 4.6E-58	IPR041686; IPR041686	Zinc-finger CCCH domain; Zinc-finger CCCH domain
NP_001342542.1	NP_001342542.1; NP_001382791.1	405; 400	Pfam	PF00046; PF00046	Homeodomain; Homeodomain	1.3E-11; 9.5E-12	IPR001356; IPR001356	Homeobox domain; Homeobox domain
NP_001350734.1	NP_001350734.1; XP_011544689.1; XP_011523177.1; XP_016885668.1	181; 203; 203; 216	Pfam	PF15840, PF00025; PF00025, PF15840; PF15840, PF00025; PF00025, PF15840	ADP-ribosylation factor-like protein 17, ADP-ribosylation factor family; ADP-ribosylation factor family, ADP-ribosylation factor-like protein 17; ADP-ribosylation factor-like protein 17, ADP-ribosylation factor family; ADP-ribosylation factor family, ADP-ribosylation factor-like protein 17	4.0E-44, 1.0E-29; 1.3E-29, 1.1E-43; 1.1E-43, 1.3E-29; 3.1E-29, 2.4E-44	IPR031687, IPR006689; IPR006689, IPR031687; IPR031687, IPR006689; IPR006689, IPR031687	ADP-ribosylation factor-like protein 17, C-terminal, Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type, ADP-ribosylation factor-like protein 17, C-terminal; ADP-ribosylation factor-like protein 17, C-terminal, Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type, ADP-ribosylation factor-like protein 17, C-terminal
NP_001350942.1	NP_001350942.1; NP_001382160.1; NP_001383001.1	293; 286; 274	Pfam	PF07645, PF00008; PF00008, PF12661, PF07645; PF12661, PF00008, PF07645	Calcium-binding EGF domain, EGF-like domain; EGF-like domain, Human growth factor-like EGF, Calcium-binding EGF domain; Human growth factor-like EGF, EGF-like domain, Calcium-binding EGF domain	2.7E-9, 1.3E-8; 1.3E-8, 0.019, 1.9E-9; 0.06, 1.7E-8, 2.3E-9	IPR001881, IPR000742; IPR000742, IPR013032, IPR001881; IPR013032, IPR000742, IPR001881	EGF-like calcium-binding domain, EGF-like domain; EGF-like domain, EGF-like, conserved site, EGF-like calcium-binding domain; EGF-like, conserved site, EGF-like domain, EGF-like calcium-binding domain
NP_001352302.2	NP_001352302.2; NP_001381687.1; NP_001383885.1	826; 832; 854	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001353233.1	NP_001353233.1; XP_005270768.1; XP_024309282.1	559; 566; 538	Pfam	PF01749, PF00514, PF16186; PF16186, PF00514, PF01749; PF01749, PF16186, PF00514	Importin beta binding domain, Armadillo/beta-catenin-like repeat, Atypical Arm repeat; Atypical Arm repeat, Armadillo/beta-catenin-like repeat, Importin beta binding domain; Importin beta binding domain, Atypical Arm repeat, Armadillo/beta-catenin-like repeat	2.8E-26, 2.8E-12, 2.5E-22; 1.3E-22, 1.3E-13, 2.4E-24; 1.2E-26, 4.9E-23, 1.8E-13	IPR002652, IPR000225, IPR032413; IPR032413, IPR000225, IPR002652; IPR002652, IPR032413, IPR000225	Importin-alpha, importin-beta-binding domain, Armadillo, Atypical Arm repeat; Atypical Arm repeat, Armadillo, Importin-alpha, importin-beta-binding domain; Importin-alpha, importin-beta-binding domain, Atypical Arm repeat, Armadillo
NP_001353453.1	NP_001353453.1; XP_016885042.1; XP_016861981.1	1249; 1274; 1272	Pfam	PF00122, PF00702, PF00689, PF12424, PF13246, PF00690; PF13246, PF08282, PF00690, PF00122, PF12424, PF00689; PF12424, PF00122, PF08282, PF00690, PF13246, PF00689	E1-E2 ATPase, haloacid dehalogenase-like hydrolase, Cation transporting ATPase, C-terminus, Plasma membrane calcium transporter ATPase C terminal, Cation transport ATPase (P-type), Cation transporter/ATPase, N-terminus; Cation transport ATPase (P-type), haloacid dehalogenase-like hydrolase, Cation transporter/ATPase, N-terminus, E1-E2 ATPase, Plasma membrane calcium transporter ATPase C terminal, Cation transporting ATPase, C-terminus; Plasma membrane calcium transporter ATPase C terminal, E1-E2 ATPase, haloacid dehalogenase-like hydrolase, Cation transporter/ATPase, N-terminus, Cation transport ATPase (P-type), Cation transporting ATPase, C-terminus	5.1E-25, 1.8E-10, 5.1E-45, 5.2E-14, 8.7E-18, 1.1E-14; 2.4E-18, 1.0E-4, 2.5E-15, 1.4E-25, 1.3E-5, 2.0E-46; 2.0E-14, 3.0E-24, 4.6E-5, 1.3E-13, 9.3E-18, 3.4E-45	-, -, IPR006068, IPR022141, -, IPR004014; -, -, IPR004014, -, IPR022141, IPR006068; IPR022141, -, -, IPR004014, -, IPR006068	-, -, Cation-transporting P-type ATPase, C-terminal, Plasma membrane calcium transporting P-type ATPase, C-terminal, -, Cation-transporting P-type ATPase, N-terminal; -, -, Cation-transporting P-type ATPase, N-terminal, -, Plasma membrane calcium transporting P-type ATPase, C-terminal, Cation-transporting P-type ATPase, C-terminal; Plasma membrane calcium transporting P-type ATPase, C-terminal, -, -, Cation-transporting P-type ATPase, N-terminal, -, Cation-transporting P-type ATPase, C-terminal
NP_001353484.1	NP_001353484.1; NP_001353488.1	494; 463	Pfam	PF00170; PF00170	bZIP transcription factor; bZIP transcription factor	2.7E-12; 2.4E-12	IPR004827; IPR004827	Basic-leucine zipper domain; Basic-leucine zipper domain
NP_001353733.1	NP_001353733.1; XP_016856936.1	208; 191	Pfam	PF00036; PF13499, PF00036	EF hand; EF-hand domain pair, EF hand	1.0E-7; 1.9E-16, 8.5E-8	IPR002048; IPR002048, IPR002048	EF-hand domain; EF-hand domain, EF-hand domain
NP_001354277.1	NP_001354277.1; NP_001373749.1	139; 139	Pfam	; 	; 	; 	; 	; 
NP_001355229.1	NP_001355229.1; NP_001355231.1	1111; 1111	Pfam	PF04218, PF03221, PF02946; PF04218, PF18658, PF03221, PF02946	CENP-B N-terminal DNA-binding domain, Tc5 transposase DNA-binding domain, GTF2I-like repeat; CENP-B N-terminal DNA-binding domain, Spin-doc zinc-finger, Tc5 transposase DNA-binding domain, GTF2I-like repeat	3.2E-5, 5.7E-13, 9.5E-33; 3.2E-5, 1.9E-6, 5.7E-13, 9.5E-33	IPR007889, IPR006600, IPR004212; IPR007889, IPR040647, IPR006600, IPR004212	DNA binding HTH domain, Psq-type, HTH CenpB-type DNA-binding domain, GTF2I-like repeat; DNA binding HTH domain, Psq-type, SPIN-DOC-like, zinc-finger, HTH CenpB-type DNA-binding domain, GTF2I-like repeat
NP_001356428.1	NP_001356428.1; XP_006722311.1; XP_006721967.1; XP_006722286.1; XP_011523474.1; XP_005276971.1; XP_006722298.1; XP_005258037.2	610; 610; 610; 610; 610; 610; 610; 610	Pfam	PF00566; PF00566; PF00566; PF00566; PF00566; PF00566; PF00566; PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	3.0E-37; 3.0E-37; 3.0E-37; 1.7E-37; 4.6E-37; 4.0E-37; 2.4E-37; 2.2E-36	IPR000195; IPR000195; IPR000195; IPR000195; IPR000195; IPR000195; IPR000195; IPR000195	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain
NP_001356788.1	NP_001356788.1; NP_001372194.1	167; 184	Pfam	PF00102; PF00782	Protein-tyrosine phosphatase; Dual specificity phosphatase, catalytic domain	1.2E-7; 3.6E-6	IPR000242; IPR000340	PTP type protein phosphatase; Dual specificity phosphatase, catalytic domain
NP_001357003.1	NP_001357003.1; NP_001369359.1; XP_016881959.1	479; 480; 481	Pfam	PF00069, PF00433, PF00169; PF00069, PF00169, PF00433; PF00433, PF00169, PF00069	Protein kinase domain, Protein kinase C terminal domain, PH domain; Protein kinase domain, PH domain, Protein kinase C terminal domain; Protein kinase C terminal domain, PH domain, Protein kinase domain	2.0E-77, 5.5E-8, 1.9E-14; 2.2E-77, 2.5E-16, 4.0E-9; 1.5E-7, 3.0E-17, 7.5E-78	IPR000719, IPR017892, IPR001849; IPR000719, IPR001849, IPR017892; IPR017892, IPR001849, IPR000719	Protein kinase domain, Protein kinase, C-terminal, Pleckstrin homology domain; Protein kinase domain, Pleckstrin homology domain, Protein kinase, C-terminal; Protein kinase, C-terminal, Pleckstrin homology domain, Protein kinase domain
NP_001358855.1	NP_001358855.1; XP_016859650.1; XP_016860322.1; XP_016860230.1	1097; 1075; 1085; 1048	Pfam	PF12796, PF00022, PF14915; PF12796, PF14915, PF00022; PF12796, PF14915, PF00022; PF12796, PF00022, PF14915	Ankyrin repeats (3 copies), Actin, CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Actin; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region, Actin; Ankyrin repeats (3 copies), Actin, CCDC144C protein coiled-coil region	3.2E-13, 1.6E-140, 1.0E-13; 9.8E-14, 1.4E-14, 6.1E-141; 3.3E-13, 3.1E-14, 6.2E-141; 3.1E-13, 1.8E-139, 4.0E-14	IPR020683, IPR004000, IPR039497; IPR020683, IPR039497, IPR004000; IPR020683, IPR039497, IPR004000; IPR020683, IPR004000, IPR039497	Ankyrin repeat-containing domain, Actin family, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Actin family; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain, Actin family; Ankyrin repeat-containing domain, Actin family, CCDC144C-like, coiled-coil domain
NP_001363120.1	NP_001363120.1; XP_006712950.1	342; 375	Pfam	PF00230; PF00230	Major intrinsic protein; Major intrinsic protein	1.3E-49; 6.4E-45	IPR000425; IPR000425	Major intrinsic protein; Major intrinsic protein
NP_001372981.1	NP_001372981.1; NP_001372989.1	308; 317	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.1E-42; 1.8E-42	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001373025.1	NP_001373025.1; XP_024308428.1; NP_001005328.1; NP_112170.1	310; 310; 310; 310	Pfam	PF13853; PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor	4.0E-62; 9.5E-53; 9.5E-53; 6.0E-52	IPR000725; IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001373027.1	NP_001373027.1; XP_016880186.1; XP_016880184.1	315; 323; 315	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	1.5E-56; 1.1E-54; 1.0E-55	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001376249.1	NP_001376249.1; NP_001383170.1	320; 320	Pfam	PF00076, PF11627; PF11627, PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), Nuclear factor hnRNPA1; Nuclear factor hnRNPA1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.3E-17, 3.3E-19; 7.5E-19, 1.1E-17	IPR000504, IPR021662; IPR021662, IPR000504	RNA recognition motif domain, Nuclear factor hnRNPA1; Nuclear factor hnRNPA1, RNA recognition motif domain
NP_001378839.1	NP_001378839.1; XP_005260920.1; XP_024308032.1	252; 252; 252	Pfam	PF01019; PF01019; PF01019	Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase	4.7E-65; 6.2E-67; 6.6E-61	-; -; -	-; -; -
NP_001381147.1	NP_001381147.1; XP_006713576.1	212; 212	Pfam	; 	; 	; 	; 	; 
NP_001382182.1	NP_001382182.1; XP_016871875.1	375; 375	Pfam	PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	1.7E-48; 6.1E-48	IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_001382204.1	NP_001382204.1; XP_011521798.1; NP_001382959.1; XP_016879111.1; XP_016878303.1	425; 459; 414; 481; 510	Pfam	PF06409; PF06409; PF06409; PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	1.2E-47; 7.3E-46; 1.0E-46; 3.5E-37; 7.1E-37	-; -; -; -; -	-; -; -; -; -
NP_001382263.1	NP_001382263.1; XP_024308147.1	127; 127	Pfam	; 	; 	; 	; 	; 
NP_001382333.1	NP_001382333.1; NP_001382337.1	100; 96	Pfam	; 	; 	; 	; 	; 
NP_001382895.1	NP_001382895.1; XP_016884978.1	340; 339	Pfam	PF04177; PF04177	TAP42-like family; TAP42-like family	3.6E-83; 3.2E-89	IPR007304; IPR007304	TAP46-like protein; TAP46-like protein
NP_001382954.1	NP_001382954.1; NP_001382955.1; NP_001382956.1	232; 232; 231	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_005251178.1	XP_005251179.1; XP_005251178.1	675; 675	Pfam	PF15870; PF15870	ElonginA binding-protein 1; ElonginA binding-protein 1	8.4E-23; 8.4E-23	IPR031736; IPR031736	Elongin A binding-protein 1; Elongin A binding-protein 1
XP_005252684.1	XP_005252684.1; XP_011517608.1	185; 181	Pfam	PF00062; PF00062	C-type lysozyme/alpha-lactalbumin family; C-type lysozyme/alpha-lactalbumin family	1.4E-36; 6.2E-24	IPR001916; IPR001916	Glycoside hydrolase, family 22; Glycoside hydrolase, family 22
XP_005252861.2	XP_005252861.2; XP_011533664.1	138; 138	Pfam	PF01099; PF01099	Uteroglobin family; Uteroglobin family	2.9E-23; 2.7E-22	IPR016126; IPR016126	Secretoglobin; Secretoglobin
XP_005259788.1	XP_005259788.1; XP_006722936.1	598; 569	Pfam	PF01352, PF00096, PF13894; PF00096, PF01352, PF13894	KRAB box, Zinc finger, C2H2 type, C2H2-type zinc finger; Zinc finger, C2H2 type, KRAB box, C2H2-type zinc finger	1.3E-23, 6.8E-6, 4.1E-4; 2.0E-5, 1.1E-22, 1.6E-4	IPR001909, IPR013087, -; IPR013087, IPR001909, -	Krueppel-associated box, Zinc finger C2H2-type, -; Zinc finger C2H2-type, Krueppel-associated box, -
XP_005262065.3	XP_005262065.3; XP_016885087.1	304; 258	Pfam	PF02513; PF02513	Spin/Ssty Family; Spin/Ssty Family	8.9E-28; 6.8E-28	IPR003671; IPR003671	Spindlin/spermiogenesis-specific protein; Spindlin/spermiogenesis-specific protein
XP_005263893.1	XP_005263893.1; XP_011510444.1	480; 482	Pfam	PF14917; PF14917	Coiled coil protein 74, C terminal; Coiled coil protein 74, C terminal	1.1E-36; 6.8E-39	IPR029422; IPR029422	Coiled coil protein 74, C-terminal; Coiled coil protein 74, C-terminal
XP_005267319.1	XP_005267319.1; XP_016883082.1	789; 767	Pfam	PF04815, PF04811, PF00626, PF04810, PF08033; PF08033, PF00626, PF04815, PF04811, PF04810	Sec23/Sec24 helical domain, Sec23/Sec24 trunk domain, Gelsolin repeat, Sec23/Sec24 zinc finger, Sec23/Sec24 beta-sandwich domain; Sec23/Sec24 beta-sandwich domain, Gelsolin repeat, Sec23/Sec24 helical domain, Sec23/Sec24 trunk domain, Sec23/Sec24 zinc finger	6.5E-24, 1.2E-79, 1.9E-14, 2.8E-15, 3.3E-33; 1.1E-31, 2.1E-16, 1.2E-25, 1.3E-79, 6.4E-15	IPR006900, IPR006896, IPR007123, IPR006895, IPR012990; IPR012990, IPR007123, IPR006900, IPR006896, IPR006895	Sec23/Sec24, helical domain, Sec23/Sec24, trunk domain, Gelsolin-like domain, Zinc finger, Sec23/Sec24-type, Sec23/Sec24 beta-sandwich; Sec23/Sec24 beta-sandwich, Gelsolin-like domain, Sec23/Sec24, helical domain, Sec23/Sec24, trunk domain, Zinc finger, Sec23/Sec24-type
XP_005267876.1	XP_005267876.1; NP_006236.1	584; 602	Pfam	PF01603; PF01603	Protein phosphatase 2A regulatory B subunit (B56 family); Protein phosphatase 2A regulatory B subunit (B56 family)	9.8E-191; 6.1E-189	IPR002554; IPR002554	Protein phosphatase 2A, regulatory B subunit, B56; Protein phosphatase 2A, regulatory B subunit, B56
XP_005272732.1	XP_005272732.1; XP_016885567.1	2575; 2560	Pfam	PF00443, PF12030; PF12030, PF00443	Ubiquitin carboxyl-terminal hydrolase, Domain of unknown function (DUF3517); Domain of unknown function (DUF3517), Ubiquitin carboxyl-terminal hydrolase	9.2E-50, 2.0E-109; 8.3E-105, 9.0E-49	IPR001394, IPR021905; IPR021905, IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Domain of unknown function DUF3517; Domain of unknown function DUF3517, Peptidase C19, ubiquitin carboxyl-terminal hydrolase
XP_005274621.1	XP_005274621.1; XP_024308258.1	836; 836	Pfam	PF00135; PF00135	Carboxylesterase family; Carboxylesterase family	2.6E-205; 6.5E-204	IPR002018; IPR002018	Carboxylesterase, type B; Carboxylesterase, type B
XP_006713191.1	XP_006713191.1; XP_024302523.1	608; 621	Pfam	PF00571, PF00478; PF00478, PF00571	CBS domain, IMP dehydrogenase / GMP reductase domain; IMP dehydrogenase / GMP reductase domain, CBS domain	1.6E-6, 4.4E-77; 7.7E-140, 3.6E-8	IPR000644, IPR001093; IPR001093, IPR000644	CBS domain, IMP dehydrogenase/GMP reductase; IMP dehydrogenase/GMP reductase, CBS domain
XP_006723962.1	XP_006723962.1; XP_024307828.1	516; 473	Pfam	PF07686; PF07686	Immunoglobulin V-set domain; Immunoglobulin V-set domain	2.2E-7; 1.9E-7	IPR013106; IPR013106	Immunoglobulin V-set domain; Immunoglobulin V-set domain
XP_011507589.1	XP_011507589.1; XP_024309811.1	369; 324	Pfam	PF13895; PF13895	Immunoglobulin domain; Immunoglobulin domain	1.8E-12; 4.4E-12	IPR007110; IPR007110	Immunoglobulin-like domain; Immunoglobulin-like domain
XP_011509584.1	XP_011509584.1; XP_016858959.1	339; 336	Pfam	PF01557; PF01557	Fumarylacetoacetate (FAA) hydrolase family; Fumarylacetoacetate (FAA) hydrolase family	5.6E-66; 5.5E-65	IPR011234; IPR011234	Fumarylacetoacetase-like, C-terminal; Fumarylacetoacetase-like, C-terminal
