NP_000026.2	NP_000026.2; NP_005156.1	364; 364	Pfam	PF00274; PF00274	Fructose-bisphosphate aldolase class-I; Fructose-bisphosphate aldolase class-I	5.2E-173; 8.4E-181	IPR000741; IPR000741	Fructose-bisphosphate aldolase, class-I; Fructose-bisphosphate aldolase, class-I
NP_001107875.1	NP_001107875.1; NP_001350435.1	263; 263	Pfam	; 	; 	; 	; 	; 
NP_001121115.1	NP_001121115.1; NP_001158509.1	456; 462	Pfam	PF02932, PF02931; PF02931, PF02932	Neurotransmitter-gated ion-channel transmembrane region, Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel ligand binding domain, Neurotransmitter-gated ion-channel transmembrane region	5.9E-31, 3.9E-50; 5.5E-48, 5.3E-31	IPR006029, IPR006202; IPR006202, IPR006029	Neurotransmitter-gated ion-channel transmembrane domain, Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel transmembrane domain
NP_001124321.1	NP_001124321.1; XP_016876274.1	341; 337	Pfam	PF08569; PF08569	Mo25-like; Mo25-like	6.1E-146; 7.0E-142	IPR013878; IPR013878	Mo25-like; Mo25-like
NP_001129685.1	NP_001129685.1; NP_001131143.1; NP_001264233.1; NP_001264232.1	545; 542; 544; 544	Pfam	PF12796; PF12796; PF12796, PF14915; PF12796, PF14915	Ankyrin repeats (3 copies); Ankyrin repeats (3 copies); Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region	5.9E-14; 2.9E-14; 3.0E-14, 7.2E-11; 3.0E-14, 7.2E-11	IPR020683; IPR020683; IPR020683, IPR039497; IPR020683, IPR039497	Ankyrin repeat-containing domain; Ankyrin repeat-containing domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain
NP_001129958.1	NP_001129958.1; NP_001157869.1; NP_001193560.1	449; 449; 450	Pfam	PF00622, PF00097; PF00097, PF00622; PF00622	SPRY domain, Zinc finger, C3HC4 type (RING finger); Zinc finger, C3HC4 type (RING finger), SPRY domain; SPRY domain	7.6E-10, 6.7E-5; 6.7E-5, 1.5E-10; 7.3E-12	IPR003877, IPR018957; IPR018957, IPR003877; IPR003877	SPRY domain, Zinc finger, C3HC4 RING-type; Zinc finger, C3HC4 RING-type, SPRY domain; SPRY domain
NP_001131020.1	NP_001139629.1; NP_001131021.1; NP_001131020.1	89; 89; 89	Pfam	PF15825; PF15825; PF15825	FAM25 family; FAM25 family; FAM25 family	1.5E-34; 1.5E-34; 1.5E-34	IPR023243; IPR023243; IPR023243	FAM25; FAM25; FAM25
NP_001131026.1	NP_001131026.1; NP_001384425.1	182; 181	Pfam	PF17832, PF01472; PF01472, PF17832	Pre-PUA-like domain, PUA domain; PUA domain, Pre-PUA-like domain	2.2E-25, 6.3E-21; 4.7E-20, 1.4E-23	IPR041366, IPR002478; IPR002478, IPR041366	Pre-PUA domain, PUA domain; PUA domain, Pre-PUA domain
NP_001132938.1	NP_001132938.1; XP_016885575.1	577; 577	Pfam	PF00400, PF08513; PF08513, PF00400	WD domain, G-beta repeat, LisH; LisH, WD domain, G-beta repeat	3.1E-10, 4.3E-9; 4.3E-9, 3.8E-9	IPR001680, IPR006594; IPR006594, IPR001680	WD40 repeat, LIS1 homology motif; LIS1 homology motif, WD40 repeat
NP_001137459.1	NP_001137459.1; XP_011539065.1	667; 667	Pfam	PF06758; PF06758	Olduvai domain; Olduvai domain	9.0E-30; 9.0E-30	IPR010630; IPR010630	Olduvai domain; Olduvai domain
NP_001137536.1	NP_001137536.1; NP_001231821.1	108; 108	Pfam	; 	; 	; 	; 	; 
NP_001138611.1	NP_001138611.1; NP_001138612.1; NP_001310004.1	514; 514; 518	Pfam	PF15483; PF15483; PF15483	Domain of unknown function (DUF4641); Domain of unknown function (DUF4641); Domain of unknown function (DUF4641)	2.3E-183; 2.3E-183; 1.1E-179	IPR027822; IPR027822; IPR027822	Protein of unknown function DUF4641; Protein of unknown function DUF4641; Protein of unknown function DUF4641
NP_001138632.1	NP_001138632.1; NP_001351608.1	284; 285	Pfam	PF00261; PF00261	Tropomyosin; Tropomyosin	1.7E-92; 9.7E-93	IPR000533; IPR000533	Tropomyosin; Tropomyosin
NP_001139190.1	NP_001139190.1; XP_016885264.1; XP_011529682.1; XP_011529685.1; XP_011529684.1; XP_011529683.1; XP_016884679.1; XP_011529690.1; XP_011529689.1; XP_011529688.1; XP_011529687.1; XP_011529686.1; XP_011529621.1	299; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303	Pfam	PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623	Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47	1.1E-120; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108	IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930	Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47
NP_001139682.2	NP_001139682.2; NP_001293070.1; XP_011514004.1; XP_011514539.1; NP_001369644.1	402; 402; 403; 403; 402	Pfam	PF11357; PF11357; PF11357; PF11357; PF11357	Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein	9.7E-43; 8.7E-44; 2.0E-42; 2.0E-42; 8.7E-44	IPR020984; IPR020984; IPR020984; IPR020984; IPR020984	Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy
NP_001152996.1	NP_001152996.1; XP_016867286.1	412; 411	Pfam	PF01352, PF00096; PF00096, PF01352	KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box	3.0E-22, 2.6E-5; 1.4E-5, 5.3E-24	IPR001909, IPR013087; IPR013087, IPR001909	Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box
NP_001157748.1	NP_001157748.1; NP_005806.3	663; 671	Pfam	PF00096, PF01352, PF13912; PF01352, PF00096, PF13912	Zinc finger, C2H2 type, KRAB box, C2H2-type zinc finger; KRAB box, Zinc finger, C2H2 type, C2H2-type zinc finger	8.1E-6, 1.0E-20, 4.0E-6; 2.1E-18, 1.4E-5, 3.3E-6	IPR013087, IPR001909, -; IPR001909, IPR013087, -	Zinc finger C2H2-type, Krueppel-associated box, -; Krueppel-associated box, Zinc finger C2H2-type, -
NP_001157919.1	NP_001157919.1; NP_001384316.1; NP_001157922.1; NP_001384325.1; NP_001384320.1; NP_001157923.1; NP_001157920.1; NP_001157921.1; NP_001384309.1; NP_001157924.1; NP_001384311.1; NP_001345347.1	464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 464	Pfam	PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288	Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle	7.2E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 1.5E-20	IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670	Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle
NP_001158230.1	NP_001158230.1; NP_001356319.1	381; 381	Pfam	PF02197, PF00027; PF02197, PF00027	Regulatory subunit of type II PKA R-subunit, Cyclic nucleotide-binding domain; Regulatory subunit of type II PKA R-subunit, Cyclic nucleotide-binding domain	8.5E-14, 3.7E-20; 9.5E-16, 2.7E-20	IPR003117, IPR000595; IPR003117, IPR000595	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain, Cyclic nucleotide-binding domain; cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain, Cyclic nucleotide-binding domain
NP_001158886.1	NP_001158886.1; XP_006719137.1	361; 353	Pfam	PF02866, PF00056; PF00056, PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain, lactate/malate dehydrogenase, NAD binding domain; lactate/malate dehydrogenase, NAD binding domain, lactate/malate dehydrogenase, alpha/beta C-terminal domain	4.9E-23, 1.0E-50; 4.5E-50, 5.9E-12	IPR022383, IPR001236; IPR001236, IPR022383	Lactate/malate dehydrogenase, C-terminal, Lactate/malate dehydrogenase, N-terminal; Lactate/malate dehydrogenase, N-terminal, Lactate/malate dehydrogenase, C-terminal
NP_001159592.1	NP_001159592.1; NP_001315544.1	372; 373	Pfam	PF01073; PF01073	3-beta hydroxysteroid dehydrogenase/isomerase family; 3-beta hydroxysteroid dehydrogenase/isomerase family	9.4E-114; 2.3E-118	IPR002225; IPR002225	3-beta hydroxysteroid dehydrogenase/isomerase; 3-beta hydroxysteroid dehydrogenase/isomerase
NP_001165759.2	NP_001381597.1; XP_005262482.2; NP_001165759.2; NP_001357077.1; XP_005278198.1; NP_001308200.1; XP_006724862.1; XP_006724846.1; NP_001372148.1	189; 189; 189; 189; 189; 189; 189; 189; 189	Pfam	PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300	INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus	1.7E-24; 1.7E-24; 1.7E-24; 1.7E-24; 1.7E-24; 4.0E-25; 4.0E-25; 4.0E-25; 3.6E-27	IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307	INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal
NP_001171597.1	NP_001171597.1; NP_001356835.1	214; 214	Pfam	PF07654; PF07654	Immunoglobulin C1-set domain; Immunoglobulin C1-set domain	7.5E-31; 4.7E-29	IPR003597; IPR003597	Immunoglobulin C1-set; Immunoglobulin C1-set
NP_001172024.1	NP_001172024.1; XP_005248927.1	176; 186	Pfam	; 	; 	; 	; 	; 
NP_001229291.1	NP_001258990.1; NP_001229291.1	757; 757	Pfam	PF01454; PF01454	MAGE family; MAGE family	3.2E-14; 3.2E-14	IPR002190; IPR002190	MAGE homology domain; MAGE homology domain
NP_001229338.1	NP_001229338.1; NP_001161713.1	876; 874	Pfam	PF12736; PF12736	Cell-cycle sustaining, positive selection,; Cell-cycle sustaining, positive selection,	1.4E-79; 8.2E-80	IPR025946; IPR025946	CABIT domain; CABIT domain
NP_001230890.1	NP_001230890.1; XP_005249108.1	269; 275	Pfam	PF00969, PF07654; PF07654, PF00969	Class II histocompatibility antigen, beta domain, Immunoglobulin C1-set domain; Immunoglobulin C1-set domain, Class II histocompatibility antigen, beta domain	4.7E-36, 6.2E-28; 1.4E-27, 2.7E-33	IPR000353, IPR003597; IPR003597, IPR000353	MHC class II, beta chain, N-terminal, Immunoglobulin C1-set; Immunoglobulin C1-set, MHC class II, beta chain, N-terminal
NP_001243615.1	NP_001243615.1; NP_001349700.1	391; 391	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	2.9E-70; 2.0E-72	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_001244322.1	NP_001244322.1; XP_011515885.1	170; 173	Pfam	PF00179; PF00179	Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme	4.8E-18; 7.6E-18	IPR000608; IPR000608	Ubiquitin-conjugating enzyme E2; Ubiquitin-conjugating enzyme E2
NP_001245214.1	NP_001245214.1; NP_001372904.1	309; 309	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	5.6E-49; 4.7E-47	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001247421.1	NP_001247421.1; XP_011529261.1	604; 610	Pfam	PF09379, PF00769, PF09380, PF00373; PF00373, PF00769, PF09380, PF09379	FERM N-terminal domain, Ezrin/radixin/moesin family, FERM C-terminal PH-like domain, FERM central domain; FERM central domain, Ezrin/radixin/moesin family, FERM C-terminal PH-like domain, FERM N-terminal domain	2.0E-18, 8.9E-79, 1.2E-27, 5.4E-25; 3.5E-23, 1.0E-72, 3.3E-27, 4.9E-18	IPR018979, IPR011259, IPR018980, IPR019748; IPR019748, IPR011259, IPR018980, IPR018979	FERM, N-terminal, Ezrin/radixin/moesin, C-terminal, FERM, C-terminal PH-like domain, FERM central domain; FERM central domain, Ezrin/radixin/moesin, C-terminal, FERM, C-terminal PH-like domain, FERM, N-terminal
NP_001264237.1	NP_001264237.1; NP_001269423.1; NP_001342405.1; NP_001269413.1; NP_001269419.1; NP_001269401.1; NP_001342398.1; NP_001269422.1; NP_001382302.1	632; 632; 632; 631; 632; 632; 631; 630; 638	Pfam	PF15070, PF19046; PF15070, PF19046; PF15070, PF19046; PF19046, PF15070; PF15070, PF19046; PF19046, PF15070; PF15070, PF19046; PF15070, PF19046; PF19046, PF15070	Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5	9.3E-26, 1.3E-18; 9.3E-26, 1.3E-18; 2.1E-25, 1.3E-18; 1.3E-18, 1.5E-22; 1.2E-26, 6.7E-17; 6.5E-18, 8.3E-28; 4.1E-28, 6.5E-18; 1.1E-27, 1.2E-17; 3.5E-19, 1.9E-26	IPR043976, IPR043937; IPR043976, IPR043937; IPR043976, IPR043937; IPR043937, IPR043976; IPR043976, IPR043937; IPR043937, IPR043976; IPR043976, IPR043937; IPR043976, IPR043937; IPR043937, IPR043976	Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain
NP_001264352.1	NP_001264352.1; NP_001355087.1	407; 407	Pfam	PF05794; PF05794	T-complex protein 11; T-complex protein 11	1.5E-103; 2.0E-103	IPR008862; IPR008862	T-complex 11; T-complex 11
NP_001265070.1	NP_001265070.1; NP_001382566.1	1457; 1448	Pfam	PF06758; PF00008, PF06758, PF07645	Olduvai domain; EGF-like domain, Olduvai domain, Calcium-binding EGF domain	2.6E-26; 8.9E-8, 1.6E-25, 1.7E-8	IPR010630; IPR000742, IPR010630, IPR001881	Olduvai domain; EGF-like domain, Olduvai domain, EGF-like calcium-binding domain
NP_001265441.1	NP_001265441.1; NP_003655.3	1101; 1094	Pfam	PF14796, PF01602; PF14797, PF14796, PF01602	Clathrin-adaptor complex-3 beta-1 subunit C-terminal, Adaptin N terminal region; Serine-rich region of AP3B1, clathrin-adaptor complex, Clathrin-adaptor complex-3 beta-1 subunit C-terminal, Adaptin N terminal region	1.7E-51, 1.3E-177; 1.2E-36, 3.3E-58, 2.1E-167	IPR029390, IPR002553; IPR029394, IPR029390, IPR002553	AP-3 complex subunit beta, C-terminal domain, Clathrin/coatomer adaptor, adaptin-like, N-terminal; AP-3 complex subunit beta 1, serine-rich domain, AP-3 complex subunit beta, C-terminal domain, Clathrin/coatomer adaptor, adaptin-like, N-terminal
NP_001269407.1	NP_001269407.1; NP_001269408.1	279; 279	Pfam	PF10630; PF10630	Protein of unknown function (DUF2476); Protein of unknown function (DUF2476)	2.1E-15; 2.1E-15	IPR018903; IPR018903	Proline-rich protein 23; Proline-rich protein 23
NP_001269436.1	NP_001269436.1; NP_001269440.1; XP_024305900.1	369; 369; 369	Pfam	PF06409; PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	9.3E-162; 9.3E-162; 1.7E-161	-; -; -	-; -; -
NP_001269466.1	NP_001269466.1; NP_001351640.1	251; 251	Pfam	; 	; 	; 	; 	; 
NP_001273417.1	NP_001273417.1; NP_001287848.1	151; 147	Pfam	PF03647; PF02178	Transmembrane proteins 14C; AT hook motif	1.2E-20; 0.0069	IPR005349; IPR017956	TMEM14 family; AT hook, DNA-binding motif
NP_001275762.1	NP_001275762.1; XP_011544558.1	569; 569	Pfam	PF01019; PF01019	Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase	3.2E-186; 2.5E-170	-; -	-; -
NP_001278651.1	NP_001278651.1; NP_001311048.1	1278; 1287	Pfam	PF07159, PF05994; PF05994, PF07159	Protein of unknown function (DUF1394), Cytoplasmic Fragile-X interacting family; Cytoplasmic Fragile-X interacting family, Protein of unknown function (DUF1394)	2.3E-8, 0.0; 0.0, 2.7E-7	IPR009828, IPR008081; IPR008081, IPR009828	CYRIA/CYRIB, Rac1 binding domain, Cytoplasmic FMR1-interacting; Cytoplasmic FMR1-interacting, CYRIA/CYRIB, Rac1 binding domain
NP_001284548.1	NP_001284548.1; NP_001308846.1	534; 533	Pfam	PF01352, PF00096, PF13912; PF01352, PF00096	KRAB box, Zinc finger, C2H2 type, C2H2-type zinc finger; KRAB box, Zinc finger, C2H2 type	1.3E-24, 1.6E-5, 0.1; 7.5E-22, 1.3E-5	IPR001909, IPR013087, -; IPR001909, IPR013087	Krueppel-associated box, Zinc finger C2H2-type, -; Krueppel-associated box, Zinc finger C2H2-type
NP_001289194.1	NP_001289194.1; XP_011533042.1; XP_011533043.1	101; 101; 101	Pfam	PF00323, PF00879; PF00323, PF00879; PF00323, PF00879	Mammalian defensin, Defensin propeptide; Mammalian defensin, Defensin propeptide; Mammalian defensin, Defensin propeptide	5.4E-11, 5.5E-21; 5.4E-11, 5.5E-21; 5.4E-11, 5.5E-21	IPR006081, IPR002366; IPR006081, IPR002366; IPR006081, IPR002366	Alpha-defensin, Defensin propeptide; Alpha-defensin, Defensin propeptide; Alpha-defensin, Defensin propeptide
NP_001291217.1	NP_001291217.1; NP_001342212.1	300; 295	Pfam	PF16122, PF00318; PF16122, PF00318	40S ribosomal protein SA C-terminus, Ribosomal protein S2; 40S ribosomal protein SA C-terminus, Ribosomal protein S2	3.5E-25, 1.4E-11; 2.7E-25, 4.1E-11	IPR032281, IPR001865; IPR032281, IPR001865	40S ribosomal protein SA, C-terminal domain, Ribosomal protein S2; 40S ribosomal protein SA, C-terminal domain, Ribosomal protein S2
NP_001291946.1	NP_001291946.1; NP_001306086.1	125; 121	Pfam	PF03259; PF03259	Roadblock/LC7 domain; Roadblock/LC7 domain	8.8E-28; 1.3E-23	IPR004942; IPR004942	Roadblock/LAMTOR2 domain; Roadblock/LAMTOR2 domain
NP_001304063.1	NP_001304063.1; XP_016885065.1; XP_024303422.1	498; 500; 505	Pfam	PF00300, PF01591; PF00300, PF01591; PF01591, PF00300	Histidine phosphatase superfamily (branch 1), 6-phosphofructo-2-kinase; Histidine phosphatase superfamily (branch 1), 6-phosphofructo-2-kinase; 6-phosphofructo-2-kinase, Histidine phosphatase superfamily (branch 1)	4.9E-41, 6.5E-102; 1.1E-40, 3.8E-79; 1.3E-103, 4.7E-40	IPR013078, IPR013079; IPR013078, IPR013079; IPR013079, IPR013078	Histidine phosphatase superfamily, clade-1, 6-phosphofructo-2-kinase; Histidine phosphatase superfamily, clade-1, 6-phosphofructo-2-kinase; 6-phosphofructo-2-kinase, Histidine phosphatase superfamily, clade-1
NP_001308112.1	XP_016884946.1; NP_001308112.1	213; 213	Pfam	PF15549; PF15549	PGC7/Stella/Dppa3 domain; PGC7/Stella/Dppa3 domain	3.5E-75; 3.5E-75	IPR029096; IPR029096	Developmental pluripotency-associated protein 3; Developmental pluripotency-associated protein 3
NP_001308574.1	NP_001308574.1; NP_001308614.1	707; 706	Pfam	PF00096, PF01352; PF12874, PF00096, PF01352	Zinc finger, C2H2 type, KRAB box; Zinc-finger of C2H2 type, Zinc finger, C2H2 type, KRAB box	2.1E-6, 1.6E-21; 0.014, 9.0E-6, 1.8E-21	IPR013087, IPR001909; -, IPR013087, IPR001909	Zinc finger C2H2-type, Krueppel-associated box; -, Zinc finger C2H2-type, Krueppel-associated box
NP_001308856.1	NP_001308856.1; XP_011519496.1	448; 448	Pfam	PF02807, PF00217; PF02807, PF00217	ATP:guanido phosphotransferase, N-terminal domain, ATP:guanido phosphotransferase, C-terminal catalytic domain; ATP:guanido phosphotransferase, N-terminal domain, ATP:guanido phosphotransferase, C-terminal catalytic domain	2.4E-29, 5.2E-82; 2.4E-29, 5.2E-82	IPR022413, IPR022414; IPR022413, IPR022414	ATP:guanido phosphotransferase, N-terminal, ATP:guanido phosphotransferase, catalytic domain; ATP:guanido phosphotransferase, N-terminal, ATP:guanido phosphotransferase, catalytic domain
